wl,S0000001,S0000002,S0000003,S0000004,S0000005,S0000006,S0000007,S0000008,S0000009,S0000010,S0000011,S0000012,S0000013,S0000014,S0000015,S0000016,S0000017,S0000018,S0000019,S0000020,S0000021,S0000022,S0000023,S0000024,S0000025,S0000026,S0000027,S0000028,S0000029,S0000030,S0000031,S0000032,S0000033,S0000034,S0000035,S0000036,S0000037,S0000038,S0000039,S0000040,S0000041,S0000042,S0000043,S0000044,S0000045,S0000046,S0000047,S0000048,S0000049,S0000050,S0000051,S0000052,S0000053,S0000054,S0000055,S0000056,S0000057,S0000058,S0000059,S0000060,S0000061,S0000062,S0000063,S0000064,S0000065,S0000066,S0000067,S0000068,S0000069,S0000070,S0000071,S0000072,S0000073,S0000074,S0000075,S0000076,S0000077,S0000078,S0000079,S0000080,S0000081,S0000082,S0000083,S0000084,S0000085,S0000086,S0000087,S0000088,S0000089,S0000090,S0000091,S0000092,S0000093,S0000094,S0000095,S0000096,S0000097,S0000098,S0000099,S0000100,S0000101,S0000102,S0000103,S0000104,S0000105,S0000106,S0000107,S0000108,S0000109,S0000110,S0000111,S0000112,S0000113,S0000114,S0000115,S0000116,S0000117,S0000118,S0000119,S0000120,S0000121,S0000122,S0000123,S0000124,S0000125,S0000126,S0000127,S0000128,S0000129,S0000130,S0000131,S0000132,S0000133,S0000134,S0000135,S0000136,S0000137,S0000138,S0000139,S0000140,S0000141,S0000142,S0000143,S0000144,S0000145,S0000146,S0000147,S0000148,S0000149,S0000150,S0000151,S0000152,S0000153,S0000154,S0000155,S0000156,S0000157,S0000158,S0000159,S0000160,S0000161,S0000162,S0000163,S0000164,S0000165,S0000166,S0000167,S0000168,S0000169,S0000170,S0000171,S0000172,S0000173,S0000174,S0000175,S0000176,S0000177,S0000178,S0000179,S0000180
479,15.97225,12.85375,11.14075,13.15625,11.43475,8.46775,10.825,11.3735,13.18375,15.375,12.49025,12.44225,11.264,11.86125,14.44425,14.667,10.80725,11.85875,14.623,12.45125,13.94,11.22675,12.91825,12.31175,10.137,10.901,11.43775,10.4515,12.841,10.25475,8.44925,8.12575,6.8985,7.93475,8.97375,8.73175,7.14725,8.81775,7.667,8.98225,7.3745,7.40925,6.36825,7.212,7.072,8.4725,8.2485,7.045,7.75275,9.0145,8.2675,6.94575,7.581,7.28275,7.23025,7.86975,7.054,8.34775,7.01375,6.2765,14.98780187,17.19570747,19.47214402,21.41466384,24.49808879,15.54628439,20.11768019,15.80882045,19.96001892,21.35851088,24.71440074,18.24947618,16.851966,15.8271023,18.75162273,15.96763879,20.86932202,17.76717188,18.22706651,24.45365251,13.90558022,19.93926625,19.90731759,18.30777946,16.70320068,16.47640072,23.90732584,33.82113734,26.03672972,28.39697065,22.77691084,28.19528028,26.50277232,17.01592022,26.08366768,9.952353223,35.31769999,9.608400995,19.95648488,15.21663802,9.367253235,33.1277461,15.76044794,10.68681468,18.06066775,16.49949236,23.36538808,11.24810985,21.12807929,26.62469536,16.34615575,25.73464807,16.41371864,31.33376836,22.31699214,13.28023927,28.89070797,29.93470478,30.65287452,23.06793342,24.90993535,27.17184862,21.09803892,21.16178461,19.80162352,23.05002,29.41517338,28.13435883,16.85741275,5.836295693,6.204549352,24.64333592,12.95255,9.915173832,12.62535512,11.30708844,24.23321048,36.70277601,49.22348008,46.62747202,35.00337807,39.32263191,38.52157903,31.00326268,51.076412,31.29679389,47.51380095,43.48841943,37.87624076,59.27423538,45.92477094,48.64135027,41.05868421,44.75344718,47.74286115,48.26040611,51.52780842,55.71398405,43.65072102,49.20171232,45.91865554,47.24343339,48.14549591,49.03943827,62.44336887,54.38868578,54.4426126,42.00712949,41.49810018,33.82436863,32.21353229,33.87395447,33.83309214,47.635464,48.00515001,60.87501466,27.15708647,38.0332364,44.54157734,22.28683251
480,16.6605,13.4533,11.7753,13.7792,11.9622,9,11.4246,11.9293,13.9062,16.0803,13.1527,12.9644,11.8656,12.4392,15.103,15.263,11.42,12.5145,15.2788,13.0006,14.647,11.8362,13.501,12.8418,10.6933,11.4492,12.0528,11.0271,13.4123,10.7429,8.9269,8.4783,7.2449,8.3142,9.4869,9.1901,7.5732,9.3509,8.1119,9.4306,7.7437,7.7914,6.7536,7.5629,7.4227,8.8978,8.6758,7.4485,8.2251,9.4978,8.7369,7.2622,7.922,7.7347,7.6606,8.3111,7.4478,8.8201,7.4804,6.6113,15.54301978,17.99054183,20.10986625,22.10757132,24.85004209,16.19205854,20.65103678,16.49016805,20.61924624,21.89919228,25.31351524,18.61139779,17.50938559,16.50119492,19.43061815,16.63859285,21.57349706,18.32298481,18.80597321,24.88554538,14.50163359,20.47161901,20.44884425,19.02411126,17.65796382,17.40881495,24.5916486,34.47611683,26.58889964,28.97516081,23.52902092,28.83080531,27.3584559,17.65701821,26.94489108,10.58244107,35.91703787,10.2362114,20.69497292,15.76786662,9.978170055,33.92230332,16.51501525,11.35997854,18.7320536,17.13900198,24.06399323,11.88672087,21.90953687,27.41336546,16.99522433,26.57552972,16.83606455,32.00830808,22.99164347,13.86499146,29.52459578,30.53418687,31.29229564,23.66860584,25.60591025,27.91291026,21.80609587,21.89757957,20.62724074,23.66473041,30.10899463,28.80756554,17.37044182,6.238769428,6.601011816,25.26492701,13.4979737,10.47321773,13.27001939,11.84905467,24.84051588,36.76091952,49.29355351,46.68346152,35.03923479,39.3611614,38.56849066,31.04975797,51.15331828,31.31410967,47.77439495,43.59919374,37.98595323,59.48840254,46.1255172,48.90998744,41.29252676,45.02210118,48.02358678,48.61169768,51.96874041,55.96156827,43.82924536,49.43667515,46.23061518,47.29364222,48.2259091,49.07236718,62.60798597,54.53803912,54.49812136,42.28580765,41.69690175,34.38571488,32.91578541,34.4620672,34.21492535,48.04510215,48.27026054,61.10563669,27.28604772,38.29157102,44.84422596,22.7859936
481,17.43031579,14.18763158,12.52068421,14.54168421,12.62857895,9.639631579,12.12642105,12.56078947,14.75442105,16.89863158,13.90278947,13.59342105,12.55036842,13.11184211,15.85026316,16.00310526,12.14789474,13.264,16.04726316,13.62510526,15.49578947,12.552,14.19715789,13.46289474,11.35468421,12.13415789,12.80115789,11.67221053,14.08657895,11.29531579,9.492842105,8.936421053,7.701894737,8.764684211,10.05447368,9.730947368,8.056578947,10.01036842,8.649631579,9.962684211,8.189210526,8.272578947,7.229842105,7.997368421,7.863263158,9.350947368,9.208052632,7.913,8.805263158,10.07510526,9.268105263,7.642736842,8.292,8.252947368,8.130894737,8.783947368,7.946105263,9.344684211,8.024736842,7.026,16.11450671,18.8124159,20.7677168,22.81959479,25.20471123,16.8595458,21.19755599,17.19252819,21.2992831,22.45083598,25.92399005,18.98090004,18.18618985,17.1980046,20.12704962,17.32993579,22.29995321,18.89626495,19.40308424,25.32214059,15.11799555,21.01645281,21.00340714,19.75997549,18.64652227,18.37418766,25.28739786,35.13522026,27.1465868,29.56100295,24.29562005,29.47203376,28.23536577,18.31317217,27.82094033,11.2333745,36.51549815,10.88716937,21.45226652,16.33086349,10.61128192,34.72693199,17.29073802,12.05603179,19.42140288,17.79390095,24.77227682,12.54892719,22.70962986,28.21386193,17.6604228,27.4301832,17.26297767,32.69091717,23.67889442,14.46497022,30.16483715,31.13826326,31.93973931,24.27910509,26.31206507,28.66693641,22.53081312,22.64840739,21.47258285,24.28908861,30.80970247,29.48808524,17.90368116,6.657529251,7.013237807,25.90405773,14.06279014,11.05132304,13.93787804,12.41058611,25.46490599,36.80575334,49.34324087,46.7206868,35.06018979,39.38322294,38.60187355,31.08801464,51.21663487,31.32509233,48.00380487,43.68993774,38.07658832,59.66898967,46.29975805,49.1468904,41.50005286,45.26131635,48.27253142,48.93212683,52.37796789,56.17952805,43.98420321,49.64292846,46.51972274,47.32573642,48.29347869,49.09113086,62.74140047,54.66059539,54.53514437,42.53935544,41.87625208,34.94348273,33.62240175,35.04734039,34.59003691,48.42547654,48.50827873,61.30509416,27.3991154,38.5310482,45.12485566,23.29160478
482,18.01625,14.69635,13.0612,15.0671,13.10635,10.11025,12.62765,13.0092,15.3763,17.4983,14.4403,14.04525,13.06115,13.59735,16.3952,16.53415,12.66445,13.81095,16.6152,14.0856,16.07355,13.0524,14.7043,13.91785,11.828,12.61305,13.32815,12.13925,14.5988,11.69125,9.90345,9.24435,8.02075,9.08415,10.4675,10.13545,8.4077,10.4667,9.0299,10.3234,8.53495,8.6347,7.56025,8.31055,8.18225,9.6824,9.57505,8.2484,9.2199,10.491,9.6494,7.94145,8.57115,8.6571,8.4516,9.13035,8.31185,9.7385,8.4127,7.32925,16.69645647,19.65299838,21.43914888,23.54429049,25.55997243,17.54196162,21.75239916,17.90849474,21.99335594,23.00842526,26.54045817,19.35495712,18.87545032,17.91047321,20.83366947,18.03447353,23.0414879,19.48130919,20.01242815,25.76033768,15.74840011,21.56883542,21.56591348,20.50766451,19.6586909,19.3625609,25.98869031,35.79444205,27.70635444,30.15034114,25.07001981,30.11511631,29.12577948,18.97791038,28.7046606,11.89861037,37.11117209,11.55707956,22.22127166,16.90032351,11.26095049,35.53647427,18.08016687,12.76817263,20.12287351,18.45841587,25.48502926,13.228916,23.52082537,29.020062,18.33532572,28.29108889,17.69134026,33.37652307,24.37301686,15.07445361,30.80697745,31.74328229,32.59085895,24.8945239,27.0230444,29.42825206,23.26546307,23.40757234,22.33003541,24.91894162,31.51327648,30.17192877,18.45399966,7.091799545,7.439938579,26.55445238,14.64240276,11.64472465,14.62347031,12.98758442,26.10026115,36.84227296,49.38007623,46.74618903,35.07169835,39.39497993,38.62713022,31.12171208,51.27242229,31.33283102,48.21023405,43.76688008,38.15390695,59.82602979,46.4555264,49.36042704,41.68813393,45.47875143,48.49788789,49.22884078,52.76213512,56.37675482,44.12244983,49.82842383,46.79190447,47.34602141,48.3523638,49.10058778,62.85325062,54.76437269,54.56004996,42.77436967,42.04136309,35.49658272,34.32944408,35.62844191,34.95953995,48.78264961,48.72747277,61.48265396,27.50070673,38.75655535,45.38916393,23.80007894
483,18.482,15.1138,13.502,15.4974,13.512,10.4928,13.032,13.3872,15.8708,17.9714,14.9034,14.4032,13.4842,14.0182,16.842,16.9664,13.0864,14.2594,17.0618,14.4694,16.5548,13.472,15.1128,14.288,12.2252,13.0148,13.7324,12.5232,15.0082,12.0072,10.244,9.5254,8.299,9.3692,10.8116,10.4548,8.704,10.8322,9.3164,10.6288,8.8104,8.9296,7.8362,8.5694,8.4532,9.9776,9.888,8.5364,9.5628,10.8358,9.9726,8.1874,8.8154,8.9828,8.7264,9.415,8.5904,10.0514,8.7224,7.5862,17.28306285,20.50395797,22.1176157,24.27521467,25.91370187,18.23252146,22.31072763,18.63066154,22.6946912,23.56694345,27.15755257,19.73054323,19.57023854,18.6315426,21.54323001,18.74501198,23.79089854,20.07241441,20.62803347,26.19703618,16.38658127,22.12383461,22.13127045,21.25947069,20.68428456,20.36397671,26.68964262,36.44977661,28.26476584,30.73901943,25.84553179,30.75620363,30.02197454,19.6447611,29.58889705,12.57160551,37.70215096,12.24174665,22.99489432,17.47094159,11.92153739,36.34577237,18.87585244,13.48959928,20.83062346,19.12677331,26.19704099,13.92087448,24.33559049,29.82584293,19.01350767,29.1507272,18.11803459,34.06005325,25.06828266,15.68771966,31.44656204,32.34559227,33.24130797,25.50995501,27.73349285,30.1911822,24.00331811,24.1683787,23.19198397,25.55013647,32.21569619,30.85510695,19.01826621,7.540804694,7.87982539,27.20983525,15.23221496,12.24865747,15.32133547,13.57595126,26.74046172,36.87547391,49.41159361,46.76700941,35.07921577,39.40259576,38.64966321,31.15452965,51.3267411,31.34041489,48.40188581,43.83624944,38.22367001,59.9695559,46.60085521,49.55896525,41.86364137,45.68206521,48.70784898,49.5089867,53.12788635,56.56214005,44.25084054,50.00111285,47.05308659,47.36080261,48.40672358,49.10559639,62.95317466,54.85738914,54.57920641,42.99744717,42.19744668,36.04392538,35.03297512,36.20403966,35.32454759,49.12268379,48.93611089,61.64758301,27.59523895,38.97297988,45.6428483,24.30782898
484,18.9826,15.5822,13.98855,15.95245,13.95325,10.9128,13.47375,13.80125,16.4019,18.49705,15.4013,14.8057,13.9449,14.47855,17.3149,17.4518,13.55065,14.74265,17.55435,14.8966,17.08955,13.93175,15.55385,14.6998,12.6466,13.45655,14.2021,12.96275,15.4721,12.37355,10.6249,9.8435,8.6199,9.69485,11.1977,10.82615,9.05,11.26885,9.6821,10.9855,9.12525,9.26705,8.15085,8.8684,8.758,10.30875,10.2533,8.8812,9.9558,11.23905,10.3396,8.4704,9.08615,9.3595,9.06105,9.7602,8.94665,10.42035,9.0928,7.8828,17.86851966,21.35696339,22.79657046,25.00592359,26.26377576,18.92444079,22.86770275,19.35162247,23.39651535,24.12137385,27.76990624,20.10463257,20.26362605,19.35415463,22.24848355,19.45435705,24.54098258,20.66387752,21.24392876,26.62913564,17.02627303,22.67651815,22.69438526,22.00768639,21.71311811,21.36847715,27.38437147,37.09721836,28.81838426,31.32288188,26.61546758,31.39144636,30.91622848,20.30725259,30.46649484,13.24581675,38.28652602,12.93697532,23.76604047,18.0374126,12.58740428,37.14966847,19.67034538,14.21350997,21.53881068,19.79319988,26.90310241,14.61898984,25.14639234,30.62508195,19.6885432,30.00157854,18.53994294,34.73643517,25.7589637,16.29904644,32.07913631,32.94154152,33.88673976,26.12049117,28.43805501,30.95005181,24.73765066,24.92413073,24.05081406,26.17852016,32.91294118,31.53363062,19.59334971,8.003769083,8.331609494,27.86393064,15.82763016,12.85835638,16.02601277,14.17158828,27.37938803,36.91035168,49.44532707,46.79018914,35.08819731,39.41223383,38.67487507,31.19014674,51.38565183,31.35093309,48.58696347,43.90427447,38.2916384,60.10960101,46.7437774,49.75087289,42.03344661,45.87891645,48.91060752,49.77971181,53.48186585,56.74457517,44.37623061,50.1689471,47.30919533,47.37638544,48.46071715,49.11101514,63.05081084,54.94766283,54.59898206,43.21518474,42.34971476,36.58442126,35.72905763,36.7728015,35.68617295,49.45164151,49.14246129,61.80914822,27.68712929,39.1852092,45.89160626,24.81126781
485,19.5215,16.0715,14.5035,16.452,14.418,11.363,13.9495,14.2365,16.979,19.0735,15.9375,15.2405,14.463,14.982,17.836,17.967,14.035,15.246,18.069,15.3435,17.6505,14.4135,16.0315,15.137,13.1065,13.9475,14.713,13.4315,15.947,12.769,11.0505,10.197,8.962,10.062,11.6335,11.257,9.433,11.746,10.07,11.372,9.472,9.6265,8.51,9.195,9.0985,10.6925,10.6395,9.246,10.3855,11.687,10.742,8.7895,9.411,9.774,9.425,10.154,9.328,10.839,9.497,8.229,18.44702068,22.20368333,23.46946637,25.7299735,26.60807029,19.61093507,23.41848586,20.06397136,24.09205483,24.66669976,28.37215214,20.47419934,20.94868439,20.07125115,22.94218242,20.15531465,25.28453744,21.2499954,21.85414254,27.0535356,17.66120939,23.2219538,23.25016511,22.74460399,22.73500641,22.36610427,28.06699353,37.73276173,29.36377297,31.89777256,27.37313877,32.01699519,31.80081883,20.95891312,31.33029914,13.91470093,38.86238853,13.63857023,24.52761608,18.59443143,13.25291279,37.94300475,20.45619631,14.9331029,22.24159311,20.45192214,27.59800396,15.31744925,25.94569801,31.41165631,20.35400689,30.83612331,18.95394758,35.40059628,26.43933184,16.90271199,32.70024564,33.52747835,34.52280775,26.7212251,29.13137549,31.69918588,25.46173309,25.6681327,24.89891125,26.79993972,33.600991,32.20351062,20.17611905,8.479917096,8.79400215,28.51046284,16.42405179,13.46905628,16.73204147,14.77039712,28.01092043,36.95190179,49.48881064,46.8227694,35.10409827,39.43005752,38.70816832,31.23224271,51.45521504,31.36747478,48.77367036,43.97718383,38.36357302,60.25619815,46.89232589,49.94451784,42.20442106,46.07696392,49.1143563,50.04816329,53.83071786,56.93295163,44.50547533,50.33987817,47.56615694,47.39907529,48.51850364,49.12170248,63.15579739,55.04321189,54.62574519,43.43417921,42.50337926,37.1169809,36.41375434,37.33339532,36.04552918,49.7755852,49.35479217,61.9766165,27.78079497,39.39813073,46.14113532,25.30680831
486,19.9937,16.5149,14.9653,16.89405,14.84,11.7667,14.36935,14.62825,17.48915,19.56185,16.3953,15.6287,14.89865,15.40825,18.2761,18.40255,14.4751,15.69875,18.53575,15.7267,18.15225,14.84725,16.4491,15.5144,13.50785,14.3668,15.15045,13.8355,16.3781,13.1161,11.42595,10.5121,9.287,10.39365,12.0106,11.6382,9.78175,12.16135,10.41965,11.73055,9.80245,9.94945,8.82935,9.4997,9.40325,11.02975,10.9793,9.568,10.77205,12.0767,11.1062,9.07415,9.7017,10.14295,9.73845,10.47945,9.66355,11.1995,9.86175,8.54725,19.01275973,23.0357865,24.12975664,26.44092066,26.94446168,20.28521976,23.95823831,20.76030209,24.77453609,25.1979045,28.95892326,20.83621775,21.6184851,20.77577403,23.61707893,20.84069071,26.01436055,21.82506494,22.45270336,27.46713559,18.28512437,23.75520934,23.7935172,23.46251585,23.73976434,23.34690012,28.73162548,38.35240113,29.89749522,32.45953551,28.11185695,32.62900076,32.66802312,21.59327096,32.1731551,14.57171488,39.42782976,14.34233607,25.27252714,19.13669298,13.91242459,38.72062341,21.22595589,15.6415763,22.93312872,21.0971667,28.27653606,16.0104399,26.72597463,32.17944326,21.00347331,31.64684192,19.35693077,36.04746405,27.10365897,17.49299436,33.30543539,34.09975109,35.14516532,27.30724954,29.80809888,32.43290941,26.16883783,26.39368887,25.72866109,27.41024217,34.27582522,32.86075777,20.76344312,8.968473117,9.265714611,29.14315615,17.01688325,14.07599206,17.43396084,15.36827944,28.62893926,37.00511973,49.54957837,46.87179139,35.13237392,39.46223023,38.7549455,31.28449693,51.54149126,31.39312909,48.97020982,44.06120619,38.44523476,60.41938032,47.05453364,50.14826799,42.38343613,46.28386638,49.32728814,50.32148835,54.18108664,57.13616088,44.64543001,50.52185765,47.82989764,47.43517759,48.58424218,49.14251687,63.27777255,55.1520544,54.66586414,43.66102738,42.66365207,37.64051483,37.08312802,37.88448901,36.40372938,50.10057731,49.58137176,62.15925476,27.88065324,39.61663189,46.397133,25.7908634
487,20.4172,16.9158,15.394,17.2942,15.2278,12.139,14.7622,15.0044,17.9422,20.014,16.8122,15.9776,15.3096,15.801,18.6864,18.8104,14.8778,16.1298,18.9718,16.0764,18.5974,15.2338,16.8412,15.863,13.8662,14.7622,15.5566,14.2318,16.7746,13.4302,11.7702,10.7952,9.586,10.687,12.363,11.9796,10.1168,12.5486,10.7366,12.053,10.1,10.2674,9.1346,9.7896,9.7022,11.348,11.3146,9.8748,11.13,12.4484,11.4468,9.3374,9.967,10.482,10.0552,10.7888,9.9786,11.5486,10.1922,8.8444,19.55993059,23.8449416,24.77089447,27.13232132,27.27082612,20.94051033,24.48212145,21.4332085,25.43718557,25.70997138,29.52485257,21.18766199,22.26609972,21.46066511,24.2659254,21.50329112,26.72324934,22.38338304,23.03363977,27.86683515,18.89175197,24.27135251,24.31934872,24.15371433,24.71720674,24.30090674,29.37238399,38.95213098,30.41611429,33.0040148,28.8249337,33.22361374,33.51011887,22.20385437,32.9879079,15.21031545,39.98094097,15.04407751,25.99367963,19.65889214,14.56030131,39.47736662,21.97217473,16.33212838,23.60757544,21.72316013,28.93348914,16.69214898,27.47968928,32.92232003,21.63051702,32.42621477,19.74577478,36.67196593,27.74621695,18.06417161,33.89025094,34.65470806,35.74946589,27.87365723,30.46286979,33.14554739,26.85223726,27.09410351,26.53244912,28.00527453,34.93342338,33.50138291,21.35219081,9.46866153,9.745458135,29.75573486,17.60152797,14.67439861,18.12631012,15.96113689,29.22732485,37.07500103,49.6351643,46.9442963,35.17847955,39.51491535,38.82060916,31.35058878,51.65054104,31.43098519,49.18478516,44.1625702,38.54238454,60.60918054,47.23843356,50.37049121,42.57736324,46.50728261,49.55759586,50.60683418,54.53961645,57.36309436,44.80294992,50.72283712,48.10634367,47.49099776,48.6620919,49.17831676,63.42637457,55.28220849,54.72570719,43.90232608,42.83574512,38.15393359,37.7332414,38.42475043,36.7618867,50.43268026,49.83046824,62.3663299,27.99112132,39.84560008,46.66529679,26.25984597
488,20.99285,17.469,15.9795,17.84035,15.7597,12.6654,15.29005,15.50735,18.5767,20.634,17.39925,16.47855,15.88655,16.36105,19.248,19.3792,15.424,16.69955,19.55615,16.5612,19.22095,15.77735,17.3677,16.346,14.3721,15.3051,16.12095,14.74845,17.3247,13.86985,12.258,11.2148,10.02075,11.13135,12.8543,12.46695,10.5713,13.09525,11.20695,12.5094,10.52815,10.70975,9.55425,10.2122,10.1195,11.7824,11.7837,10.31235,11.62545,12.9654,11.922,9.73095,10.35465,10.9636,10.48585,11.2394,10.43135,12.0336,10.66535,9.27845,20.08272706,24.62281734,25.38633307,27.79773172,27.5850398,21.57002222,24.98529661,22.07528446,26.07322974,26.19788369,30.06457306,21.52550626,22.88459979,22.11886627,24.88147415,22.13592182,27.40400124,22.91924659,23.59098031,28.24953382,19.47482618,24.7654511,24.82256688,24.8104918,25.65714848,25.2181662,29.98338574,39.52794569,30.91619344,33.52705448,29.50568061,33.7969848,34.31938362,22.78419162,33.7674027,15.82395946,40.51981344,15.73959921,26.68397951,20.15572379,15.1909046,40.20807659,22.6874035,16.99795735,24.25909124,22.32412903,29.5636536,17.35676368,28.19930908,33.63416388,22.22871259,33.16672227,20.11736189,37.26902938,28.36127766,18.61052178,34.45023767,35.18869756,36.33136287,28.41554091,31.09033281,33.8314248,27.50520378,27.76268089,27.30266089,28.58088381,35.56976505,34.12139687,21.93923103,9.97970672,10.23194398,30.34192327,18.17338937,15.25951083,18.80362859,16.54487113,29.79995757,37.16654117,49.75310248,47.04732532,35.24787044,39.59427627,38.91056182,31.43419764,51.78842492,31.48413222,49.42559971,44.28750454,38.66078325,60.83563181,47.45205858,50.61955538,42.79307382,46.75487138,49.81347224,50.91134798,54.91295153,57.62264353,44.98489036,50.95076816,48.40142127,47.5728412,48.75621192,49.2339606,63.61124168,55.44169225,54.81164268,44.16467211,43.02487031,38.65614772,38.36015722,38.95284749,37.12111425,50.77795648,50.11034984,62.60710884,28.11661643,40.08992272,46.9513242,26.71016892
489,21.919,18.3404,16.9195,18.7025,16.6005,13.509,16.1315,16.316,19.5758,21.62,18.3192,17.2641,16.7919,17.2471,20.1424,20.2575,16.2943,17.626,20.485,17.335,20.1887,16.6318,18.2172,17.0967,15.1949,16.1509,16.9955,15.5966,18.1905,14.586,13.0362,11.871,10.7095,11.8394,13.6528,13.2504,11.317,13.9538,11.9503,13.2554,11.2194,11.4167,10.2237,10.8717,10.7901,12.5202,12.5185,11.0242,12.4132,13.7899,12.6731,10.362,10.9863,11.7483,11.1784,11.9628,11.1544,12.8167,11.4259,9.9734,20.62196377,25.4347015,26.02566619,28.48765095,27.90189158,22.22652602,25.50428827,22.73902196,26.7342832,26.69389168,30.61283761,21.87188232,23.52287641,22.80541661,25.50990326,22.78965063,28.11141161,23.47583607,24.16953033,28.63557133,20.08354523,25.27225003,25.33920199,25.48320514,26.64034639,26.17743178,30.60120036,40.1037777,31.42098096,34.05344523,30.19532493,34.37476415,35.15164733,23.37603327,34.55723361,16.46152504,41.05957408,16.47979658,27.3915033,20.66115579,15.85440127,40.94698728,23.42378244,17.69343288,24.93328615,22.94111927,30.19641057,18.05768081,28.93562894,34.35434997,22.84119538,33.90916294,20.48915476,37.86716402,28.98478473,19.17100608,35.01220235,35.72480077,36.9190392,28.96248036,31.72434465,34.53059499,28.17298247,28.44292614,28.09159272,29.16843224,36.21362699,34.74959181,22.5673772,10.53361366,10.75710364,30.9472207,18.77678617,15.87722484,19.51902315,17.1635031,30.39117008,37.26441312,49.87888156,47.15830944,35.32219538,39.68039121,39.00891121,31.52597285,51.93995945,31.54518197,49.65293711,44.41006194,38.77572919,61.05723798,47.66439266,50.8550958,42.99709625,46.98955954,50.05468326,51.19692868,55.26248983,57.87851701,45.16251339,51.17110684,48.68849649,47.65930617,48.85327178,49.29290576,63.79633599,55.5987907,54.90209579,44.41753401,43.20950965,39.15635371,38.98913568,39.48022388,37.48212876,51.10099323,50.38755451,62.84328274,28.23785191,40.32772581,47.22958238,27.16439599
490,22.80125,19.20225,17.8315,19.546,17.4295,14.337,16.95375,17.1095,20.542,22.5605,19.23775,18.033,17.67275,18.1205,21.00875,21.11275,17.14075,18.52725,21.3675,18.0815,21.13375,17.46,19.032,17.821,15.98875,16.99075,17.85475,16.42475,19.0085,15.2765,13.79675,12.54075,11.3895,12.5485,14.41975,14.03575,12.0525,14.80425,12.671,13.9895,11.9045,12.098,10.8945,11.52975,11.45075,13.247,13.2585,11.73,13.19225,14.607,13.43075,10.9765,11.606,12.51625,11.8785,12.6865,11.86125,13.5955,12.16575,10.673,21.21498331,26.33917027,26.73365411,29.24738204,28.23493578,22.95742814,26.0720813,23.47237277,27.46687846,27.22802217,31.20195416,22.24689274,24.22562692,23.56973999,26.19428047,23.51111479,28.89489808,24.09212726,24.80979711,29.04380319,20.76203389,25.82352486,25.90217815,26.21858233,27.73910947,27.24925207,31.26007528,40.70221515,31.95185254,34.60657711,30.93254236,34.98061012,36.05765513,24.01824646,35.39988299,17.16721646,41.6137284,17.30745528,28.16050482,21.20683314,16.59486078,41.72565748,24.22900245,18.46715742,25.67104084,23.6115776,30.85981466,18.84155488,29.73546741,35.1194961,23.50776886,34.69288069,20.87787004,38.49361242,29.65031841,19.78147316,35.60141267,36.28453587,37.53862793,29.54234408,32.39648514,35.27961684,28.8973051,29.17524664,28.94727142,29.79620919,36.89118639,35.41211795,23.27213174,11.15497899,11.34611775,31.61301723,19.45015825,16.5673539,20.31849357,17.85463649,31.04129788,37.35117533,49.9851667,47.2519576,35.38121963,39.75100111,39.09730668,31.61450477,52.08651714,31.60489373,49.82732373,44.50339585,38.86187412,61.23098672,47.84265731,51.03695424,43.15620894,47.17448858,50.24137528,51.42655586,55.55142847,58.09292553,45.30614759,51.34854552,48.94056231,47.7268923,48.93836565,49.33700364,63.94324286,55.72024379,54.97336432,44.63019395,43.36736269,39.66263886,39.64364164,40.01694545,37.84407663,51.36806625,50.627117,63.03514054,28.33514203,40.53680329,47.47408442,27.64358464
